id,timestamp,hostname,interface,description,bandwidth,mtu,input_policy,output_policy,vrf,primary_ipv4_address,primary_ipv4_mask,secondary_ipv4_address,ipv6_address,encapsulation,vlan,modified_by_id
65535,2021-05-21 05:01:28.303434,LAGN3816CIBE002,Loopback1,network management loopback,,,,,CIPR20000_TNTMGMT_H00,10.205.138.41,255.255.255.255,,2405:b800::9029/128,,,1
65536,2021-05-21 05:01:28.303496,LAGN3816CIBE002,GigabitEthernet0/1/0/44,DP_LAGN3816CILB005 GigabitEthernet1/1/4,,,,,CIPR20000_TNTMGMT_H00,10.230.158.105,255.255.255.252,,,,,1
65537,2021-05-21 05:01:28.303559,LAGN3816CIBE002,TenGigE0/1/0/16.3100,RNC1208 SB (IuB),,,PLDT-TNT-CEN-Ingress-CE,,IPR40001_IUB,14.60.253.165,255.255.255.252,,,dot1q,3100,1
65538,2021-05-21 05:01:28.303621,LAGN3816CIBE002,TenGigE0/1/0/41.4012,DHCP server for IPTV,,,,,IPTV-local,10.156.190.97,255.255.255.252,,,dot1q,4012,1
65539,2021-05-21 05:01:28.303683,LAGN3816CIBE002,TenGigE0/1/0/41.4013,DHCP server for VOIP,,,,,VOIP-local,10.156.254.97,255.255.255.252,,,dot1q,4013,1
65540,2021-05-21 05:01:28.303743,LAGN3816CIBE002,TenGigE0/1/0/42.4012,DHCP server for IPTV,,,PLDT-FIXED-CB-IPTV-IN,,IPR30076_IPTV,10.156.190.98,255.255.255.252,,,dot1q,4012,1
65541,2021-05-21 05:01:28.303804,LAGN3816CIBE002,TenGigE0/1/0/42.4013,DHCP server for VOIP,,,PLDT-FIXED-CB-VOICE-IN,,IPR30903_FTTH_VoIP_Prod,10.156.254.98,255.255.255.252,,,dot1q,4013,1
65542,2021-05-21 05:01:28.611410,IMUS3559CICN001,Loopback1,network management loopback,,,,,CIPR20000_TNTMGMT_H00,10.205.140.90,255.255.255.255,,2405:b800::a05b/128,,,1
65543,2021-05-21 05:01:28.611479,IMUS3559CICN001,GigabitEthernet0/3/0/8,DP_IMUPXIMUCINC301 Management,,,,,CIPR20000_TNTMGMT_H00,10.205.145.105,255.255.255.252,,,,,1
65544,2021-05-21 05:01:28.226548,MKTG3610CIBE002,Bundle-Ether35.101,IPR30800_FTTH_NMS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR30800_FTTH_NMS,10.205.217.9,255.255.255.252,,,dot1q,101,1
65545,2021-05-21 05:01:28.226618,MKTG3610CIBE002,Bundle-Ether35.102,IPR30006_SECUREDNS_ASBR_CTCS_1_TBD,,,Ingress-Mobile-PE-CE-CB-Policy,,IPR30006_SECUREDNS,10.205.210.1,255.255.255.252,,,dot1q,102,1
65546,2021-05-21 05:01:28.226661,MKTG3610CIBE002,Bundle-Ether35.103,IPR40003_OAM_ASBR_CTCS_1_TBD,,,Ingress-Mobile-PE-CE-CB-Policy,,IPR40003_OAM,10.205.210.5,255.255.255.252,,,dot1q,103,1
65547,2021-05-21 05:01:28.226700,MKTG3610CIBE002,Bundle-Ether35.104,IPR30004_IT_LAN_ASBR_CTCS_1_TBD,,,Ingress-Mobile-PE-CE-CB-Policy,,IPR30004_IT_LAN,10.205.210.9,255.255.255.252,,,dot1q,104,1
65548,2021-05-21 05:01:28.226739,MKTG3610CIBE002,Bundle-Ether35.108,IPR30044_HUANMS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR30044_HUANMS,10.205.217.9,255.255.255.252,,,dot1q,108,1
65549,2021-05-21 05:01:28.226777,MKTG3610CIBE002,Bundle-Ether35.301,IPR6190_IPTSNCR,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6190_IPTSNCR,10.205.217.9,255.255.255.252,,,dot1q,301,1
65550,2021-05-21 05:01:28.226815,MKTG3610CIBE002,Bundle-Ether35.302,IPR3172_BDO_NET,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3172_BDO_NET,10.205.217.9,255.255.255.252,,,dot1q,302,1
65551,2021-05-21 05:01:28.226853,MKTG3610CIBE002,Bundle-Ether35.304,IPR7066_LIFELNE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7066_LIFELNE,10.205.217.9,255.255.255.252,,,dot1q,304,1
65552,2021-05-21 05:01:28.226891,MKTG3610CIBE002,Bundle-Ether35.305,IPR3007_BDO,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3007_BDO,10.205.217.9,255.255.255.252,,,dot1q,305,1
65553,2021-05-21 05:01:28.226928,MKTG3610CIBE002,Bundle-Ether35.306,IPR3012_ROSE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3012_ROSE,10.205.217.9,255.255.255.252,,,dot1q,306,1
65554,2021-05-21 05:01:28.226966,MKTG3610CIBE002,Bundle-Ether35.307,IPR3068_PJLHUIL,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3068_PJLHUIL,10.205.217.9,255.255.255.252,,,dot1q,307,1
65555,2021-05-21 05:01:28.227004,MKTG3610CIBE002,Bundle-Ether35.308,IPR3094_CHINA,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3094_CHINA,10.205.217.9,255.255.255.252,,,dot1q,308,1
65556,2021-05-21 05:01:28.227041,MKTG3610CIBE002,Bundle-Ether35.309,IPR3115_PNB,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3115_PNB,10.205.217.9,255.255.255.252,,,dot1q,309,1
65557,2021-05-21 05:01:28.227079,MKTG3610CIBE002,Bundle-Ether35.310,IPR3200_PURGOLD,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3200_PURGOLD,10.205.217.9,255.255.255.252,,,dot1q,310,1
65558,2021-05-21 05:01:28.227117,MKTG3610CIBE002,Bundle-Ether35.311,IPR3232_EWBANK,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3232_EWBANK,10.205.217.9,255.255.255.252,,,dot1q,311,1
65559,2021-05-21 05:01:28.227154,MKTG3610CIBE002,Bundle-Ether35.312,IPR3374_LBCXPRS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3374_LBCXPRS,10.205.217.9,255.255.255.252,,,dot1q,312,1
65560,2021-05-21 05:01:28.227192,MKTG3610CIBE002,Bundle-Ether35.313,IPR3450_TANAY,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3450_TANAY,10.205.217.9,255.255.255.252,,,dot1q,313,1
65561,2021-05-21 05:01:28.227230,MKTG3610CIBE002,Bundle-Ether35.314,IPR3926_BPI03,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3926_BPI03,10.205.217.9,255.255.255.252,,,dot1q,314,1
65562,2021-05-21 05:01:28.227268,MKTG3610CIBE002,Bundle-Ether35.315,IPR7032_DIAFSSI,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7032_DIAFSSI,10.205.217.9,255.255.255.252,,,dot1q,315,1
65563,2021-05-21 05:01:28.227306,MKTG3610CIBE002,Bundle-Ether35.316,IPR7479_EPTARPI,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7479_EPTARPI,10.205.217.9,255.255.255.252,,,dot1q,316,1
65564,2021-05-21 05:01:28.227344,MKTG3610CIBE002,Bundle-Ether35.317,IPR7566_JRSBC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7566_JRSBC,10.205.217.9,255.255.255.252,,,dot1q,317,1
65565,2021-05-21 05:01:28.227381,MKTG3610CIBE002,Bundle-Ether35.318,IPR7723_RUDLINC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7723_RUDLINC,10.205.217.9,255.255.255.252,,,dot1q,318,1
65566,2021-05-21 05:01:28.227419,MKTG3610CIBE002,Bundle-Ether35.319,IPR7900_HANDINN,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7900_HANDINN,10.205.217.9,255.255.255.252,,,dot1q,319,1
65567,2021-05-21 05:01:28.227456,MKTG3610CIBE002,Bundle-Ether35.320,IPR3110_BOC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3110_BOC,10.205.217.9,255.255.255.252,,,dot1q,320,1
65568,2021-05-21 05:01:28.227494,MKTG3610CIBE002,Bundle-Ether35.321,IPR5426_MBTCDUO,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5426_MBTCDUO,10.205.217.9,255.255.255.252,,,dot1q,321,1
65569,2021-05-21 05:01:28.227532,MKTG3610CIBE002,Bundle-Ether35.322,IPR3181_PSBANK,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3181_PSBANK,10.205.217.9,255.255.255.252,,,dot1q,322,1
65570,2021-05-21 05:01:28.227570,MKTG3610CIBE002,Bundle-Ether35.323,IPR7259_GENEONE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7259_GENEONE,10.205.217.9,255.255.255.252,,,dot1q,323,1
65571,2021-05-21 05:01:28.227610,MKTG3610CIBE002,Bundle-Ether35.324,IPR3848_DHLXPRS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3848_DHLXPRS,10.205.217.9,255.255.255.252,,,dot1q,324,1
65572,2021-05-21 05:01:28.227649,MKTG3610CIBE002,Bundle-Ether35.325,IPR30012_NGNSIG,,,Ingress-ASBR-CB-Policy_DSCP,,IPR30012_NGNSIG,10.205.217.9,255.255.255.252,,,dot1q,325,1
65573,2021-05-21 05:01:28.227687,MKTG3610CIBE002,Bundle-Ether35.326,IPR3219_ROBNSON,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3219_ROBNSON,10.205.217.9,255.255.255.252,,,dot1q,326,1
65574,2021-05-21 05:01:28.227726,MKTG3610CIBE002,Bundle-Ether35.327,IPR7695_ONEFOOD,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7695_ONEFOOD,10.205.217.9,255.255.255.252,,,dot1q,327,1
65575,2021-05-21 05:01:28.227764,MKTG3610CIBE002,Bundle-Ether35.328,IPR7797_SCANGLB,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7797_SCANGLB,10.205.217.9,255.255.255.252,,,dot1q,328,1
65576,2021-05-21 05:01:28.227802,MKTG3610CIBE002,Bundle-Ether35.329,IPR3175_METBANK,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3175_METBANK,10.205.217.9,255.255.255.252,,,dot1q,329,1
65577,2021-05-21 05:01:28.227840,MKTG3610CIBE002,Bundle-Ether35.330,IPR3135_SECBANK,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3135_SECBANK,10.205.217.9,255.255.255.252,,,dot1q,330,1
65578,2021-05-21 05:01:28.227878,MKTG3610CIBE002,Bundle-Ether35.331,IPR3393_VICSAL,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3393_VICSAL,10.205.217.9,255.255.255.252,,,dot1q,331,1
65579,2021-05-21 05:01:28.227915,MKTG3610CIBE002,Bundle-Ether35.332,IPR6111_BIRMO,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6111_BIRMO,10.205.217.9,255.255.255.252,,,dot1q,332,1
65580,2021-05-21 05:01:28.227953,MKTG3610CIBE002,Bundle-Ether35.333,IPR3547_PSMT,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3547_PSMT,10.205.217.9,255.255.255.252,,,dot1q,333,1
65581,2021-05-21 05:01:28.227991,MKTG3610CIBE002,Bundle-Ether35.334,IPR3381_LARES,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3381_LARES,10.205.217.9,255.255.255.252,,,dot1q,334,1
65582,2021-05-21 05:01:28.228029,MKTG3610CIBE002,Bundle-Ether35.335,IPR3013_GOLDARC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3013_GOLDARC,10.205.217.9,255.255.255.252,,,dot1q,335,1
65583,2021-05-21 05:01:28.228067,MKTG3610CIBE002,Bundle-Ether35.336,IPR3133_ARGENT,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3133_ARGENT,10.205.217.9,255.255.255.252,,,dot1q,336,1
65584,2021-05-21 05:01:28.228104,MKTG3610CIBE002,Bundle-Ether35.337,IPR3713_MAXCARE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3713_MAXCARE,10.205.217.9,255.255.255.252,,,dot1q,337,1
65585,2021-05-21 05:01:28.228141,MKTG3610CIBE002,Bundle-Ether35.338,IPR3182_MEDCARD,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3182_MEDCARD,10.205.217.9,255.255.255.252,,,dot1q,338,1
65586,2021-05-21 05:01:28.228179,MKTG3610CIBE002,Bundle-Ether35.339,IPR3223_SM-SVI,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3223_SM-SVI,10.205.217.9,255.255.255.252,,,dot1q,339,1
65587,2021-05-21 05:01:28.228217,MKTG3610CIBE002,Bundle-Ether35.340,IPR7290_PAMANA,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7290_PAMANA,10.205.217.9,255.255.255.252,,,dot1q,340,1
65588,2021-05-21 05:01:28.228254,MKTG3610CIBE002,Bundle-Ether35.341,IPR3063_ABOITIZ,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3063_ABOITIZ,10.205.217.9,255.255.255.252,,,dot1q,341,1
65589,2021-05-21 05:01:28.228292,MKTG3610CIBE002,Bundle-Ether35.342,IPR3837_SMFI,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3837_SMFI,10.205.217.9,255.255.255.252,,,dot1q,342,1
65590,2021-05-21 05:01:28.228329,MKTG3610CIBE002,Bundle-Ether35.343,IPR3191_NIPPON,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3191_NIPPON,10.205.217.9,255.255.255.252,,,dot1q,343,1
65591,2021-05-21 05:01:28.228367,MKTG3610CIBE002,Bundle-Ether35.344,IPR3179_GOLDLCS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3179_GOLDLCS,10.205.217.9,255.255.255.252,,,dot1q,344,1
65592,2021-05-21 05:01:28.228405,MKTG3610CIBE002,Bundle-Ether35.345,IPR5448_PHLHLTH,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5448_PHLHLTH,10.205.217.9,255.255.255.252,,,dot1q,345,1
65593,2021-05-21 05:01:28.228443,MKTG3610CIBE002,Bundle-Ether35.346,IPR7632_LANDTRANS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7632_LANDTRANS,10.205.217.9,255.255.255.252,,,dot1q,346,1
65594,2021-05-21 05:01:28.228480,MKTG3610CIBE002,Bundle-Ether35.347,IPR3059_PRULIFE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3059_PRULIFE,10.205.217.9,255.255.255.252,,,dot1q,347,1
65595,2021-05-21 05:01:28.228518,MKTG3610CIBE002,Bundle-Ether35.348,IPR3619_NETNFRA,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3619_NETNFRA,10.205.217.9,255.255.255.252,,,dot1q,348,1
65596,2021-05-21 05:01:28.228556,MKTG3610CIBE002,Bundle-Ether35.349,IPR8073_CLADSWD,,,Ingress-ASBR-CB-Policy_DSCP,,IPR8073_CLADSWD,10.205.217.9,255.255.255.252,,,dot1q,349,1
65597,2021-05-21 05:01:28.228594,MKTG3610CIBE002,Bundle-Ether35.350,IPR3023_SUNLIFE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3023_SUNLIFE,10.205.217.9,255.255.255.252,,,dot1q,350,1
65598,2021-05-21 05:01:28.228633,MKTG3610CIBE002,Bundle-Ether35.351,IPR3867_AVENTUS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3867_AVENTUS,10.205.217.9,255.255.255.252,,,dot1q,351,1
65599,2021-05-21 05:01:28.228671,MKTG3610CIBE002,Bundle-Ether35.352,IPR3046_INSULAR,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3046_INSULAR,10.205.217.9,255.255.255.252,,,dot1q,352,1
65600,2021-05-21 05:01:28.228710,MKTG3610CIBE002,Bundle-Ether35.353,IPR8046_CAVALCI,,,Ingress-ASBR-CB-Policy_DSCP,,IPR8046_CAVALCI,10.205.217.9,255.255.255.252,,,dot1q,353,1
65601,2021-05-21 05:01:28.228749,MKTG3610CIBE002,Bundle-Ether35.354,IPR3220_VETERAN,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3220_VETERAN,10.205.217.9,255.255.255.252,,,dot1q,354,1
65602,2021-05-21 05:01:28.228787,MKTG3610CIBE002,Bundle-Ether35.355,IPR3615_LNDBANK,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3615_LNDBANK,10.205.217.9,255.255.255.252,,,dot1q,355,1
65603,2021-05-21 05:01:28.228824,MKTG3610CIBE002,Bundle-Ether35.356,IPR5495_LBP,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5495_LBP,10.205.217.9,255.255.255.252,,,dot1q,356,1
65604,2021-05-21 05:01:28.228862,MKTG3610CIBE002,Bundle-Ether35.357,IPR3289_PSSLOAN,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3289_PSSLOAN,10.205.217.9,255.255.255.252,,,dot1q,357,1
65605,2021-05-21 05:01:28.228899,MKTG3610CIBE002,Bundle-Ether35.358,IPR3616_RCBCVPN,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3616_RCBCVPN,10.205.217.9,255.255.255.252,,,dot1q,358,1
65606,2021-05-21 05:01:28.228937,MKTG3610CIBE002,Bundle-Ether35.360,IPR3124_RCBC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3124_RCBC,10.205.217.9,255.255.255.252,,,dot1q,360,1
65607,2021-05-21 05:01:28.228974,MKTG3610CIBE002,Bundle-Ether35.361,IPR3157_EXECUTV,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3157_EXECUTV,10.205.217.9,255.255.255.252,,,dot1q,361,1
65608,2021-05-21 05:01:28.229012,MKTG3610CIBE002,Bundle-Ether35.362,IPR3042_NBSTORE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3042_NBSTORE,10.205.217.9,255.255.255.252,,,dot1q,362,1
65609,2021-05-21 05:01:28.229050,MKTG3610CIBE002,Bundle-Ether35.363,IPR3067_RUSTANS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3067_RUSTANS,10.205.217.9,255.255.255.252,,,dot1q,363,1
65610,2021-05-21 05:01:28.229088,MKTG3610CIBE002,Bundle-Ether35.364,IPR3726_ASIANTI,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3726_ASIANTI,10.205.217.9,255.255.255.252,,,dot1q,364,1
65611,2021-05-21 05:01:28.229126,MKTG3610CIBE002,Bundle-Ether35.365,IPR3366_CARDBNK,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3366_CARDBNK,10.205.217.9,255.255.255.252,,,dot1q,365,1
65612,2021-05-21 05:01:28.229163,MKTG3610CIBE002,Bundle-Ether35.366,IPR3790_ROB-SAV,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3790_ROB-SAV,10.205.217.9,255.255.255.252,,,dot1q,366,1
65613,2021-05-21 05:01:28.229201,MKTG3610CIBE002,Bundle-Ether35.367,IPR3825_GUSINC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3825_GUSINC,10.205.217.9,255.255.255.252,,,dot1q,367,1
65614,2021-05-21 05:01:28.229239,MKTG3610CIBE002,Bundle-Ether35.368,IPR3326_AUBANK_POI_ASBR_CTCS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3326_AUBANK,10.205.217.9,255.255.255.252,,,dot1q,368,1
65615,2021-05-21 05:01:28.229276,MKTG3610CIBE002,Bundle-Ether35.369,IPR3446_DAV-CTH,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3446_DAV-CTH,10.205.217.9,255.255.255.252,,,dot1q,369,1
65616,2021-05-21 05:01:28.229314,MKTG3610CIBE002,Bundle-Ether35.370,IPR3921_GSIS2,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3921_GSIS2,10.205.217.9,255.255.255.252,,,dot1q,370,1
65617,2021-05-21 05:01:28.229352,MKTG3610CIBE002,Bundle-Ether35.371,IPR5392_POLYIC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5392_POLYIC,10.205.217.9,255.255.255.252,,,dot1q,371,1
65618,2021-05-21 05:01:28.229389,MKTG3610CIBE002,Bundle-Ether35.373,IPR7998_AVISION,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7998_AVISION,10.205.217.9,255.255.255.252,,,dot1q,373,1
65619,2021-05-21 05:01:28.229427,MKTG3610CIBE002,Bundle-Ether35.374,IPR3164_STRADCM,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3164_STRADCM,10.205.217.9,255.255.255.252,,,dot1q,374,1
65620,2021-05-21 05:01:28.229464,MKTG3610CIBE002,Bundle-Ether35.375,IPR3423_ACDI,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3423_ACDI,10.205.217.9,255.255.255.252,,,dot1q,375,1
65621,2021-05-21 05:01:28.229503,MKTG3610CIBE002,Bundle-Ether35.376,IPR3598_AFPMBAI,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3598_AFPMBAI,10.205.217.9,255.255.255.252,,,dot1q,376,1
65622,2021-05-21 05:01:28.229540,MKTG3610CIBE002,Bundle-Ether35.377,IPR6104_IXSFRL,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6104_IXSFRL,10.205.217.9,255.255.255.252,,,dot1q,377,1
65623,2021-05-21 05:01:28.229578,MKTG3610CIBE002,Bundle-Ether35.378,IPR3099_COCACOL,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3099_COCACOL,10.205.217.9,255.255.255.252,,,dot1q,378,1
65624,2021-05-21 05:01:28.229615,MKTG3610CIBE002,Bundle-Ether35.379,IPR3187_WILCON,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3187_WILCON,10.205.217.9,255.255.255.252,,,dot1q,379,1
65625,2021-05-21 05:01:28.229653,MKTG3610CIBE002,Bundle-Ether35.380,IPR3796_DEPTAG,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3796_DEPTAG,10.205.217.9,255.255.255.252,,,dot1q,380,1
65626,2021-05-21 05:01:28.229690,MKTG3610CIBE002,Bundle-Ether35.381,IPR6060_LOFALC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6060_LOFALC,10.205.217.9,255.255.255.252,,,dot1q,381,1
65627,2021-05-21 05:01:28.229727,MKTG3610CIBE002,Bundle-Ether35.382,IPR6166_HDMF,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6166_HDMF,10.205.217.9,255.255.255.252,,,dot1q,382,1
65628,2021-05-21 05:01:28.229765,MKTG3610CIBE002,Bundle-Ether35.383,IPR3290_DBP,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3290_DBP,10.205.217.9,255.255.255.252,,,dot1q,383,1
65629,2021-05-21 05:01:28.229803,MKTG3610CIBE002,Bundle-Ether35.386,IPR3544_BOIDATA,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3544_BOIDATA,10.205.217.9,255.255.255.252,,,dot1q,386,1
65630,2021-05-21 05:01:28.229840,MKTG3610CIBE002,Bundle-Ether35.388,IPR5604_SMBINC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5604_SMBINC,10.205.217.9,255.255.255.252,,,dot1q,388,1
65631,2021-05-21 05:01:28.229878,MKTG3610CIBE002,Bundle-Ether35.389,IPR6170_PEPSI,,,Ingress-ASBR-CB-Policy_DSCP,,IPR6170_PEPSI,10.205.217.9,255.255.255.252,,,dot1q,389,1
65632,2021-05-21 05:01:28.229916,MKTG3610CIBE002,Bundle-Ether35.390,IPR7481_BUOFTT,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7481_BUOFTT,10.205.217.9,255.255.255.252,,,dot1q,390,1
65633,2021-05-21 05:01:28.229953,MKTG3610CIBE002,Bundle-Ether35.395,IPR7528_NMEATIS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7528_NMEATIS,10.205.217.9,255.255.255.252,,,dot1q,395,1
65634,2021-05-21 05:01:28.229990,MKTG3610CIBE002,Bundle-Ether35.396,IPR5498_MALAYAN,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5498_MALAYAN,10.205.217.9,255.255.255.252,,,dot1q,396,1
65635,2021-05-21 05:01:28.230028,MKTG3610CIBE002,Bundle-Ether35.397,IPR3827_ORIXMET,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3827_ORIXMET,10.205.217.9,255.255.255.252,,,dot1q,397,1
65636,2021-05-21 05:01:28.230066,MKTG3610CIBE002,Bundle-Ether35.398,IPR5349_CRDMIT,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5349_CRDMIT,10.205.217.9,255.255.255.252,,,dot1q,398,1
65637,2021-05-21 05:01:28.230103,MKTG3610CIBE002,Bundle-Ether35.399,IPR3499_SUMISHO,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3499_SUMISHO,10.205.217.9,255.255.255.252,,,dot1q,399,1
65638,2021-05-21 05:01:28.230141,MKTG3610CIBE002,Bundle-Ether35.400,IPR3038_MERCURY,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3038_MERCURY,10.205.217.9,255.255.255.252,,,dot1q,400,1
65639,2021-05-21 05:01:28.230178,MKTG3610CIBE002,Bundle-Ether35.401,IPR3075_MTTRADE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3075_MTTRADE,10.205.217.9,255.255.255.252,,,dot1q,401,1
65640,2021-05-21 05:01:28.230216,MKTG3610CIBE002,Bundle-Ether35.402,IPR3844_SUYSING,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3844_SUYSING,10.205.217.9,255.255.255.252,,,dot1q,402,1
65641,2021-05-21 05:01:28.230254,MKTG3610CIBE002,Bundle-Ether35.403,IPR3315_MAPFRE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3315_MAPFRE,10.205.217.9,255.255.255.252,,,dot1q,403,1
65642,2021-05-21 05:01:28.230291,MKTG3610CIBE002,Bundle-Ether35.404,IPR3852_PBCOM1,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3852_PBCOM1,10.205.217.9,255.255.255.252,,,dot1q,404,1
65643,2021-05-21 05:01:28.230328,MKTG3610CIBE002,Bundle-Ether35.405,IPR5226_KSTI,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5226_KSTI,10.205.217.9,255.255.255.252,,,dot1q,405,1
65644,2021-05-21 05:01:28.230365,MKTG3610CIBE002,Bundle-Ether35.406,IPR3077_BINGO,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3077_BINGO,10.205.217.9,255.255.255.252,,,dot1q,406,1
65645,2021-05-21 05:01:28.230402,MKTG3610CIBE002,Bundle-Ether35.407,IPR7337_MAXGINC,,,Ingress-ASBR-CB-Policy_DSCP,,IPR7337_MAXGINC,10.205.217.9,255.255.255.252,,,dot1q,407,1
65646,2021-05-21 05:01:28.230439,MKTG3610CIBE002,Bundle-Ether35.408,IPR3195_STORE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3195_STORE,10.205.217.9,255.255.255.252,,,dot1q,408,1
65647,2021-05-21 05:01:28.230477,MKTG3610CIBE002,Bundle-Ether35.409,IPR3104_PHILBUS,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3104_PHILBUS,10.205.217.9,255.255.255.252,,,dot1q,409,1
65648,2021-05-21 05:01:28.230514,MKTG3610CIBE002,Bundle-Ether35.410,IPR5221_MEYWARE,,,Ingress-ASBR-CB-Policy_DSCP,,IPR5221_MEYWARE,10.205.217.9,255.255.255.252,,,dot1q,410,1
65649,2021-05-21 05:01:28.230551,MKTG3610CIBE002,Bundle-Ether35.411,IPR3397_PIONEER,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3397_PIONEER,10.205.217.9,255.255.255.252,,,dot1q,411,1
65650,2021-05-21 05:01:28.230589,MKTG3610CIBE002,Bundle-Ether35.415,IPR3456_YUSEN,,,Ingress-ASBR-CB-Policy_DSCP,,IPR3456_YUSEN,10.205.217.9,255.255.255.252,,,dot1q,415,1
