hostname,interface,description,vlan
SFUN3814CIBE002,Bundle-Ether20002.1970,Connected to PSFU-NXS-1_SMART_PS BAREMETAL_PLDT_IT Workstations_RID143809,1970
SFUN3814CIBE002,Bundle-Ether20002.1980,Connected to PSFU-NXS-1_SMART_PS BAREMETAL_MBP_BBW/Internal SMART_PS BAREMETAL Public IP_RID143809,1980
SFUN3814CIBE002,Bundle-Ether20002.1990,Connected to PSFU-NXS-1_SMART_PS BAREMETAL_GPRS_Core<>Core_RID143809,1990
SFUN3814CIBE002,Bundle-Ether20003.1910,Connected to CSFU-NXS-1_SMART_CS BAREMETAL_SIGTRAN_Signaling (RAN_Backend_Core)_RID144592,1910
SFUN3814CIBE002,Bundle-Ether20003.1920,Connected to CSFU-NXS-1_SMART_CS BAREMETAL_VOIP_BSC_RNC<>CS Core (MGW)_RID144592,1920
SFUN3814CIBE002,Bundle-Ether20003.1930,Connected to CSFU-NXS-1_SMART_CS BAREMETAL_OAM_Management_RID144592,1930
SFUN3814CIBE002,Bundle-Ether20003.1940,Connected to CSFU-NXS-1_SMART_CS BAREMETAL_IT_DC_IT Servers_RID144592,1940
SFUN3814CIBE002,Bundle-Ether20003.1950,Connected to CSFU-NXS-1_SMART_CS BAREMETAL_IT_LAN_IT Workstations_RID144592,1950
SFUN3814CIBE002,Bundle-Ether20003.1960,Connected to CSFU-NXS-1_SMART_CS BAREMETAL_MBB_BSC_RNC<>Packet Core _RID144592,1960
SFUN3814CIBE002,Bundle-Ether20003.1970,Connected to CSFU-NXS-1_SMART_CS BAREMETAL_MBB_BSC_RNC<>Packet Core _RID144592,1970
SFUN3814CIBE002,Bundle-Ether20003.1990,IPR30012_NGNSIG_CSFU-NXS-1_SMART_CS BAREMETAL_NGNSIG(SIGTRAN),1990
SFUN3814CIBE002,Bundle-Ether20003.2000,IPR30012_NGNSIG_CSFU-NXS-1_SMART_CS BAREMETAL_NGNSIG(VOIP_MGW),2000
SFUN3814CIBE002,Bundle-Ether30000.888,SFUHUBS001 IPR30001_BNG_DRA,888
SFUN3814CIBE002,Bundle-Ether30001.888,SFUHUBS002 IPR30001_BNG_DRA,888
SFUN3814CIBE002,Bundle-Ether30002.888,SFUHUBS003 IPR30001_BNG_DRA,888
SFUN3814CIBE002,Bundle-Ether30003.888,SFUHUBS004 IPR30001_BNG_DRA,888
SFUN3814CIBE002,Bundle-Ether30004.4045,CIPR20000_TNTMGMT_H00_SFUPXSFUCIBS001_SFU_CORP_BNG,4045
SFUN3814CIBE002,Bundle-Ether30004.4050,IPR30003_BNG_PORTAL_SFUPXSFUCIBS001_SFU_CORP_BNG,4050
SFUN3814CIBE002,Bundle-Ether30004.4052,IPR30002_BNG_EAAA_SFUPXSFUCIBS001_SFU_CORP_BNG,4052
SFUN3814CIBE002,GigabitEthernet0/6/0/44,DP_SFUN3814CILB027 GigabitEthernet1/1/4,0
SFUN3814CIBE002,TenGigE0/6/0/11.3010,RNC1222 NB  VoIP (IuCS_IuR_U),3010
SFUN3814CIBE002,TenGigE0/6/0/11.3020,RNC1222 NB Sigtran (IuC),3020
SFUN3814CIBE002,TenGigE0/6/0/11.3030,RNC1222 NB OAM (IuBC),3030
SFUN3814CIBE002,TenGigE0/6/0/11.3060,RNC1222 NB MBB (IuPS_U),3060
SFUN3814CIBE002,TenGigE0/6/0/12.3100,RNC1222 SB (IuB),3100
SFUN3814CIBE002,TenGigE0/6/0/16.3100,RNC1200 SB (IuB),3100
SFUN3814CIBE002,TenGigE0/6/0/17.3080,RNC1222 NB OAM (MuR),3080
SFUN3814CIBE002,TenGigE0/6/0/41.4012,DHCP server for IPTV,4012
SFUN3814CIBE002,TenGigE0/6/0/41.4013,DHCP server for VOIP,4013
SFUN3814CIBE002,TenGigE0/6/0/43.4012,DHCP server for IPTV,4012
SFUN3814CIBE002,TenGigE0/6/0/43.4013,DHCP server for VOIP,4013
SFUN3814CIBE002,TenGigE0/6/0/44.4013,DHCP server for VOIP,4013
TUGN8519CIBE002,Bundle-Ether60002.4071,eNodeB<>EnodeB (X2)_S1_CR-20210405-00065,4071
TUGN8519CIBE002,Bundle-Ether60002.4073,BTS<>BSC (Southbound)_ABIS_CR-20210405-00065,4073
TUGN8519CIBE002,Bundle-Ether60002.4074,NodeB<>RNC (Southbound)_IUB_CR-20210405-00065,4074
TUGN8519CIBE002,Bundle-Ether60002.4075,eNodeB<>SSU (Clocking)_SYNC_CR-20210405-00065,4075
TUGN8519CIBE002,GigabitEthernet0/1/0/44,DP_TUGN8519CILB005 GigabitEthernet1/1/4,0
MLLN3874CIBE002,GigabitEthernet0/1/0/44,DP_MLLN3874CILB008 Gi1/1/4,0
MLLN3874CIBE002,GigabitEthernet0/1/0/45,DP_NCS1002 MLLPXMLLCINC202 Mgmt Interface,0
MLLN3874CIBE002,TenGigE0/1/0/43.4012,DHCP server for IPTV,4012
MLLN3874CIBE002,TenGigE0/1/0/43.4013,DHCP server for VOIP,4013
MLLN3874CIBE002,TenGigE0/6/0/43.4012,DHCP server for IPTV,4012
MLLN3874CIBE002,TenGigE0/6/0/43.4013,DHCP server for VOIP,4013
SFPN3827CIBE0001,Bundle-Ether60002.4071,eNodeB<>EnodeB (X2)_S1_CR-20210323-00081,4071
SFPN3827CIBE0001,Bundle-Ether60002.4073,BTS<>BSC (Southbound)_ABIS_CR-20210323-00081,4073
SFPN3827CIBE0001,Bundle-Ether60002.4074,NodeB<>RNC (Southbound)_IUB_CR-20210323-00081,4074
SFPN3827CIBE0001,Bundle-Ether60002.4075,eNodeB<>SSU (Clocking)_SYNC_CR-20210323-00081,4075
SFPN3827CIBE0001,TenGigE0/6/0/16.4074,RNC1221 SB (IuB),4074
MCT03903CICN002,HundredGigE0/3/0/12,,0
CABN5695CICU001,Bundle-Ether1001.102,"PID104718310_MULTINETWORK CABLE TELEVISION, INC.__5000M",102
CABN5695CICU001,Bundle-Ether1003.101,PID1-19NGYXI_PHILIPPINE GLOBAL COMMUNICATIONS INC._I-GATE PREMIUM_20M,101
CABN5695CICU001,Bundle-Ether10002.1025,CABHUOL001 IPTV DHCP,1025
CABN5695CICU001,Bundle-Ether10002.1039,CABHUOL001_FNAT,1039
CABN5695CICU001,Bundle-Ether10002.1103,THE AREA PRESIDENT OF THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS IN THE PHI_PID104486843_SID CJCLD01-052018-88768_I-GATE LITE_40M,1103
CABN5695CICU001,Bundle-Ether10002.1110,SMART COMMUNICATIONS INC._PID1-YHX5BN_I-GATE BOD_100M,1110
CABN5695CICU001,Bundle-Ether10002.1127,"DICT-CABANATUAN CITY, NUEVA E_PID1-1AEDL14_I-GATE DIRECT_10M",1127
CABN5695CICU001,Bundle-Ether10002.2024,CABHUOL001 FTTH RTP,2024
CABN5695CICU001,Bundle-Ether10002.2030,CABHUOL001_CONS,2030
CABN5695CICU001,Bundle-Ether10002.2035,CABHUOL001_PFCONS,2035
CABN5695CICU001,Bundle-Ether10002.2050,CABHUOL001_CORP,2050
CABN5695CICU001,Bundle-Ether10002.2059,CABHUOL001_VOLM,2059
CABN5695CICU001,Bundle-Ether10002.2102,BANGKO SENTRAL NG PILIPINAS_SIDBSNP01-112020-00573_IGATE_10M,2102
CABN5695CICU001,Bundle-Ether10003.1025,ALGHUOL001 IPTV DHCP,1025
CABN5695CICU001,Bundle-Ether10003.1039,ALGHUOL001_FNAT,1039
CABN5695CICU001,Bundle-Ether10003.2024,ALGHUOL001 FTTH RTP,2024
CABN5695CICU001,Bundle-Ether10003.2030,ALGHUOL001_CONS,2030
CABN5695CICU001,Bundle-Ether10003.2035,ALGHUOL001_PFCONS,2035
CABN5695CICU001,Bundle-Ether10003.2050,ALGHUOL001_CORP,2050
CABN5695CICU001,Bundle-Ether10003.2059,ALGHUOL001_VOLM,2059
CABN5695CICU001,Bundle-Ether10006.1024,MNXFEOL001 FTTH RTP,1024
CABN5695CICU001,Bundle-Ether10006.1025,MNXFEOL001 IPTV DHCP,1025
CABN5695CICU001,Bundle-Ether10006.1030,MNXFEOL001_CONS,1030
CABN5695CICU001,Bundle-Ether10006.1035,MNXFEOL001_PFCONS,1035
CABN5695CICU001,Bundle-Ether10006.1039,MNXFEOL001_FNAT_1,1039
CABN5695CICU001,Bundle-Ether10006.1050,MNXFEOL001_CORP,1050
CABN5695CICU001,Bundle-Ether10006.1059,MNXFEOL001_VOLM,1059
CABN5695CICU001,Bundle-Ether10006.1102,DEXLAINE COMPUTER SALES AND SERVICES_PID1-18T1YKE_I-GATE_20M,1102
CABN5695CICU001,Bundle-Ether10008.1025,SRNHUOL001 IPTV DHCP,1025
CABN5695CICU001,Bundle-Ether10008.1039,SRNHUOL001_FNAT_1,1039
CABN5695CICU001,Bundle-Ether10008.2024,SRNHUOL001 FTTH RTP,2024
CABN5695CICU001,Bundle-Ether10008.2030,SRNHUOL001_CONS,2030
CABN5695CICU001,Bundle-Ether10008.2035,SRNHUOL001_PFCONS,2035
CABN5695CICU001,Bundle-Ether10008.2050,SRNHUOL001_CORP,2050
CABN5695CICU001,Bundle-Ether10008.2059,SRNHUOL001_VOLM,2059
CABN5695CICU001,Bundle-Ether10008.2100,UNION GALVASTEEL CORPORATION_PID1-1CB1VH7_I-GATE PREMIUM_30M,2100
CABN5695CICU001,Bundle-Ether10011.1025,TVRHUOL001 IPTV DHCP,1025
CABN5695CICU001,Bundle-Ether10011.1039,TVRHUOL001_FNAT_1,1039
CABN5695CICU001,Bundle-Ether10011.1112,DICT-NUEVA ECIJA_PID1-1ACV49L_I-GATE DIRECT_10M,1112
CABN5695CICU001,Bundle-Ether10011.1113,DICT-NUEVA ECIJA_PID1-1ACX0OI_I-GATE DIRECT_10M,1113
CABN5695CICU001,Bundle-Ether10011.2024,TVRHUOL001 FTTH RTP,2024
CABN5695CICU001,Bundle-Ether10011.2030,TVRHUOL001_CONS,2030
CABN5695CICU001,Bundle-Ether10011.2035,TVRHUOL001_PFCONS,2035
CABN5695CICU001,Bundle-Ether10011.2050,TVRHUOL001_CORP,2050
CABN5695CICU001,Bundle-Ether10011.2059,TVRHUOL001_VOLM,2059
CABN5695CICU001,Bundle-Ether10011.2100,MCCC IT SOLUTIONS_PID1-1CH3F37_SIDMIS314-032021-01846_I-GATE PREMIUM_10M,2100
CABN5695CICU001,TenGigE0/0/1/8.102,PID1-1BIXH5O_CITI CABLEWORLD INC._I-GATE DIRECT_5000M,102
BATS0002CICU001,Bundle-Ether1001.103,PID1-16XONTQ_PHILIPPINE GLOBAL COMMUNICATIONS INC._I-GATE PREMIUM_50M,103
BATS0002CICU001,Bundle-Ether5001.530,BATFEAG022 VDSL DHCP,530
BATS0002CICU001,Bundle-Ether5001.539,BATFEAG022 DSL Volume Based,539
BATS0002CICU001,Bundle-Ether5001.540,BATFEAG022 ADSL DHCP,540
BATS0002CICU001,Bundle-Ether5001.550,BATFEAG022 DSL PPPoE,550
BATS0002CICU001,Bundle-Ether5001.1025,BATFEAG022 DSL IPTV DHCP,1025
BATS0002CICU001,Bundle-Ether5001.1621,BATFEAG022 DSL Public IP,1621
BATS0002CICU001,Bundle-Ether5001.3997,BATFEAG022_VDSL_Prepaid_DHCP,3997
BATS0002CICU001,Bundle-Ether5002.530,BATFEAG023 VDSL DHCP,530
BATS0002CICU001,Bundle-Ether5002.539,BATFEAG023 DSL Volume Based,539
BATS0002CICU001,Bundle-Ether5002.540,BATFEAG023 ADSL DHCP,540
BATS0002CICU001,Bundle-Ether5002.550,BATFEAG023 DSL PPPoE,550
BATS0002CICU001,Bundle-Ether5002.1025,BATFEAG023 DSL IPTV DHCP,1025
BATS0002CICU001,Bundle-Ether5002.1621,BATFEAG023 DSL Public IP,1621
BATS0002CICU001,Bundle-Ether5002.3997,BATFEAG023_VDSL_Prepaid_DHCP,3997
BATS0002CICU001,Bundle-Ether5003.530,BATFEAG011 VDSL DHCP,530
BATS0002CICU001,Bundle-Ether5003.539,BATFEAG011 DSL Volume Based,539
BATS0002CICU001,Bundle-Ether5003.540,BATFEAG011 ADSL DHCP,540
BATS0002CICU001,Bundle-Ether5003.550,BATFEAG011 DSL PPPoE,550
BATS0002CICU001,Bundle-Ether5003.1025,BATFEAG011 DSL IPTV DHCP,1025
BATS0002CICU001,Bundle-Ether5003.1621,BATFEAG011 DSL Public IP,1621
BATS0002CICU001,Bundle-Ether5003.3997,BATFEAG011 VDSL PREPAID DHCP,3997
BATS0002CICU001,Bundle-Ether10002.1024,BATFEOL002 FTTH RTP,1024
BATS0002CICU001,Bundle-Ether10002.1025,BATFEOL002 IPTV DHCP,1025
BATS0002CICU001,Bundle-Ether10002.1030,BATFEOL002 FTTH DHCP,1030
BATS0002CICU001,Bundle-Ether10002.1035,BATFEOL002 Prepaid FTTH DHCP,1035
BATS0002CICU001,Bundle-Ether10002.1039,BATFEOL002 FTTH DHCP Public IP,1039
BATS0002CICU001,Bundle-Ether10002.1050,BATFEOL002 FTTH PPPoE,1050
BATS0002CICU001,Bundle-Ether10002.1059,BATFEOL002 FTTH DHCP Volume Based,1059
BATS0002CICU001,Bundle-Ether10002.1101,PID1-11T2FNH_SMART COMMUNICATIONS INC._I-GATE BOD_200M,1101
BATS0002CICU001,Bundle-Ether10002.1103,SMART COMMUNICATIONS INC._PID1-17YMJ2F_SHOPS.WORK_100M,1103
BATS0002CICU001,Bundle-Ether10002.1107,SMART COMMUNICATIONS INC._PID1-17U23D5_I-GATE BOD_100M,1107
BATS0002CICU001,Bundle-Ether10002.1108,SMART COMMUNICATIONS INC._PID1-12QTV95_I-GATE BOD_100M,1108
BATS0002CICU001,Bundle-Ether10002.1112,PHILIPPINE AMERICAN LIFE & GENERAL INSURANCE COMPANY_PID1-19ZFVP0_I-GATE_16M,1112
BATS0002CICU001,Bundle-Ether10002.1118,STARLITE FERRIES INC._PID1-1AWIEJV_I-GATE_6M,1118
BATS0002CICU001,Bundle-Ether10002.1119,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY - BATANGAS_PID1-1AW1LPF_I-GATE PREMIUM_50M,1119
BATS0002CICU001,Bundle-Ether10002.1122,BATANGAS STATE UNIVERSITY-ALANGILAN_PID1-1ACZL72_I-GATE DIRECT_10M,1122
BATS0002CICU001,Bundle-Ether10002.1123,BATANGAS MEDICAL CENTER_PID1-1ACZGIK_I-GATE PREMIUM_10M,1123
BATS0002CICU001,Bundle-Ether10002.1124,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY - BATANGAS_PID1-1ACZGXY_I-GATE LITE_10M,1124
BATS0002CICU001,Bundle-Ether10002.1125,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY - BATANGAS_PID1-1ACZP24_I-GATE DIRECT_10M,1125
BATS0002CICU001,Bundle-Ether10002.1139,INTER ASIA DEVELOPMENT BANK_PID1-1C5OG51_I-GATE_4M,1139
BATS0002CICU001,Bundle-Ether10002.1140,PRUDENTIAL GUARANTEE AND ASSURANCE INC_PID1-1C37YH2_I-GATE_4M,1140
BATS0002CICU001,Bundle-Ether10003.1024,BATFEOL003 FTTH RTP,1024
BATS0002CICU001,Bundle-Ether10003.1025,BATFEOL003 IPTV DHCP,1025
BATS0002CICU001,Bundle-Ether10003.1030,BATFEOL003 FTTH DHCP,1030
BATS0002CICU001,Bundle-Ether10003.1035,BATFEOL003 Prepaid FTTH DHCP,1035
BATS0002CICU001,Bundle-Ether10003.1039,BATFEOL003 FTTH DHCP Public IP,1039
BATS0002CICU001,Bundle-Ether10003.1050,BATFEOL003 FTTH PPPoE,1050
BATS0002CICU001,Bundle-Ether10003.1059,BATFEOL003 FTTH DHCP Volume Based,1059
BATS0002CICU001,Bundle-Ether10003.1101,JGC PHILS. INC._PID1-18Z4Y4B_I-GATE_20M,1101
BATS0002CICU001,Bundle-Ether10003.1102,SGS PHILIPPINES INC._PID1-18BAOJV_SPI80-052019-68053_16M,1102
BATS0002CICU001,Bundle-Ether10004.1024,BATFEOL004 FTTH RTP,1024
BATS0002CICU001,Bundle-Ether10004.1025,BATFEOL004 IPTV DHCP,1025
BATS0002CICU001,Bundle-Ether10004.1030,BATFEOL004 FTTH DHCP,1030
BATS0002CICU001,Bundle-Ether10004.1035,BATFEOL004 Prepaid FTTH DHCP,1035
BATS0002CICU001,Bundle-Ether10004.1039,BATFEOL004 FTTH DHCP Public IP,1039
BATS0002CICU001,Bundle-Ether10004.1050,BATFEOL004 FTTH PPPoE,1050
BATS0002CICU001,Bundle-Ether10004.1059,BATFEOL004 FTTH DHCP Volume Based,1059
BATS0002CICU001,Bundle-Ether10004.1101,ENERLIFE PHILIPPINES INC._PID1-1C2BMK8_I-GATE PREMIUM_10M,1101
BATS0002CICU001,Bundle-Ether10004.1102,PHILIPPINE PORTS AUTHORITY_PID1-1CKGZRK_IGATE_40M,1102
BATS0002CICU001,TenGigE0/0/1/2.102,"PID1-1CBWUKH /SIDKCTSI01-052019-64516_KABAYAN CABLE TV SYSTEMS, INC._I-GATE DIRECT_10G",102
BATS0002CICU001,TenGigE0/2/1/3.101,PID1-18CQUZD_PHILIPPINE GLOBAL COMMUNICATIONS INC._I-GATE PREMIUM_100M,101
PRQPXPRQCIBE001,Bundle-Ether65534.3071,site2_elan_evpn_p2,3071
PRQPXPRQCIBE001,Bundle-Ether65534.3072,s1_p1,3072
SPC00E67CIRO001,Bundle-Ether33.102,TI98-012017-30560_asbr_2_1-194X2PO,102
SPC00E67CIRO001,Bundle-Ether33.103,PID1-17X5G7W_MACROASIA SATS FOOD INDUSTRIES CORPORATION_ISDN-PRI E1_3M,103
SPC00E67CIRO001,Bundle-Ether33.106,PID101373037_CONVERGYS_LL_200M,106
SPC00E67CIRO001,Bundle-Ether33.107,PID1-14R2LCC_THE NEW ORDER OF VERIZON FAO SYNCHRONY _Metro Ethernet_1000M,107
SPC00E67CIRO001,Bundle-Ether33.108,"PID1-1AFLIKX_SYNCHRONY GLOBAL SERVICES PHILIPPINES, INC._METRO E-LINE_1000M",108
SPC00E67CIRO001,Bundle-Ether33.109,PID1-1791IHC_HTECH CORPORATION_METRO ELINE_200M,109
SPC00E67CIRO001,Bundle-Ether33.110,PID1-18WIJGG_HTECH CORPORATION_METRO E-LINE_10M,110
SPC00E67CIRO001,Bundle-Ether33.111,PID1-19SX6NK_VERIZON LOCAL ACCESS ETHERNET_METRO E-LINE_1000M,111
SPC00E67CIRO001,Bundle-Ether33.112,PID101563855_CONVERGYS,112
SPC00E67CIRO001,Bundle-Ether33.113,PID101563855_CONVERGYS,113
SPC00E67CIRO001,Bundle-Ether33.114,PID1-16JJD53_CONVERGYS PHILIPPINES INC._METRO ELINE_400M,114
SPC00E67CIRO001,Bundle-Ether33.115,PID1-13QMU0C_CONVERGYS PHILIPPINES INC._METRO ELINE_500M,115
SPC00E67CIRO001,Bundle-Ether33.116,PID1-14AUX8B_CONVERGYS PHILIPPINES INC._METRO ELINE_200M,116
SPC00E67CIRO001,Bundle-Ether33.117,PID1-1253Q53_CONVERGYS PHILIPPINES INC._Metro E-line_200M,117
SPC00E67CIRO001,Bundle-Ether33.118,PID1-12RHP8F_CONVERGYS PHILIPPINES INC._METRO ELINE_150M,118
SPC00E67CIRO001,Bundle-Ether33.119,PID1-17893WV_CONVERGYS PHILIPPINES INC._METRO ELINE_400M,119
SPC00E67CIRO001,Bundle-Ether33.120,CONCENTRIX DAKSH SERVICES_SVCS_PHIL_CORP_GA_MET E_1000M,120
SPC00E67CIRO001,Bundle-Ether33.121,TATA COMMUNICATIONS INTL PTE LTD_MET E_800M,121
SPC00E67CIRO001,Bundle-Ether33.122,CONCENTRIX CVG PHIL INC_METRO ELINE_300M,122
SPC00E67CIRO001,Bundle-Ether33.123,PID1-1AYOLH1_CONCENTRIX_CVG_PHILIPPINES_INC_MET-E_300M,123
SPC00E67CIRO001,Bundle-Ether33.125,PID1-18K9LXX_CONVERGYS_MET-E_300M,125
SPC00E67CIRO001,Bundle-Ether33.126,PID1-10CJGHG_CONVERGYS_PHILIPPINES_SERVICES_CORP_HBOS_300M,126
SPC00E67CIRO001,Bundle-Ether33.127,PID1-15EYWG5_CONVERGYS_PHILIPPINES_INC_MET-E_400M,127
SPC00E67CIRO001,Bundle-Ether33.128,PID1-15HYXBY_CONVERGYS_PHILIPPINES_INC_MET-E_600M,128
SPC00E67CIRO001,Bundle-Ether33.129,PID1-17C5RI0_CONVERGYS_PHILIPPINES_INC_MET-E_1000M,129
SPC00E67CIRO001,Bundle-Ether33.130,PID1-18TQ4Z4_CONCENTRIX_CVG_PHILIPPINES_INC_MET-E_300M _oldPID1-18AQSEY,130
SPC00E67CIRO001,Bundle-Ether33.131,"PID1-195N7XQ_WNS GLOBAL SERVICES PHILIPPINES, INC._METRO-EWAN_100M",131
SPC00E67CIRO001,Bundle-Ether33.132,PID101635821_VERIZON_HONGKONG_LTD_DATA_EPLINE,132
SPC00E67CIRO001,Bundle-Ether33.133,PID1-X1I89X_AIG_EPLINE,133
SPC00E67CIRO001,Bundle-Ether33.134,PID1-1B402AM_VAN GOGH BUSINESS PROCESS OUTSOURCING INC._METRO E-LINE_300M,134
SPC00E67CIRO001,Bundle-Ether33.135,PID1-11BYGCS_AIG_SHARED_SERVICES-BUSINESS_PROCESSING_INC_METROELINE_500M,135
SPC00E67CIRO001,Bundle-Ether33.136,PID1M6MEKM,136
SPC00E67CIRO001,Bundle-Ether33.143,PIDNON_SID TC81-012020-08361_TATA COMMUNICATIONS INTL PTE LTD_METRO E-LINE_3000M,143
SPC00E67CIRO001,Bundle-Ether33.144,ECSA-GA_PID1-10GWT2K_TELSTRA PHILIPPINES INC.-GA_REACH_150M/,144
SPC00E67CIRO001,Bundle-Ether33.145,PID1-1BNGBBY/PHL02-122020-53819_PLDT HK LTD._METRO E-LINE_300M,145
SPC00E67CIRO001,Bundle-Ether33.146,PID1-1B7Y7BN_VERIZON HONGKONG LTD_METRO E-LINE_500M,146
SPC00E67CIRO001,Bundle-Ether33.147,PID1-1AJ6UMC_AT&T CORPORATION_METRO E-LINE_10M,147
SPC00E67CIRO001,Bundle-Ether33.148,"PID1-1BJV3Y9_SID EPLDT01-102020-18952_EPLDT, INC._METRO E-LINE_1000M",148
SPC00E67CIRO001,Bundle-Ether33.149,PID1-15QRWCC_ORANGE BUSINESS SERVICES SINGAPORE PTE LTD_METRO ELINE_50M,149
SPC00E67CIRO001,Bundle-Ether33.150,PID1-15RSHUH_ALORICA PHILIPPINES INC._METRO E-WAN_100M,150
SPC00E67CIRO001,Bundle-Ether33.151,PID1-1BPXTEK/SIDSTSL-02-022021-66806_SYNIVERSE TECHNOLOGIES SOLUTIONS LIMITED - PHILIPPINES BRANCH OFFICE_METRO E-LINE_10M,151
SPC00E67CIRO001,Bundle-Ether33.152,PID1-19NWT23_JJEV INFORMATION TECHNOLOGY SOLUTION_METRO ELINE_4000M,152
SPC00E67CIRO001,Bundle-Ether33.153,PID1-17Q6CEP_BROADBAND BROADCAST SVCS PTE_LTD-PHIL BRANCH_METRO E-LINE_20M,153
SPC00E67CIRO001,Bundle-Ether33.154,PID1-18GJC7Y_BROADBAND BROADCAST SVCS PTE_LTD-PHIL BRANCH_METRO E-LINE_1000M,154
SPC00E67CIRO001,Bundle-Ether33.155,PID1-19VUV4I_BROADBAND BROADCAST SVCS PTE_LTD-PHIL BRANCH_METRO E-LINE_20M,155
SPC00E67CIRO001,Bundle-Ether33.156,PID1-1BUARY8/MW01-012021-45072_VERIZON HK LTD_LOCAL ACCESS ETHERNT_2M,156
SPC00E67CIRO001,Bundle-Ether33.157,PID104196659_WHIRLWIND CORPORATION_METRO E-WAN_350M,157
SPC00E67CIRO001,Bundle-Ether33.158,PID1-19YGE0O_SUBICTEL_METRO E-WAN_500M AdvRecon,158
SPC00E67CIRO001,Bundle-Ether33.160,"PID1-1A8TB8B_PLANET CABLE, INC._LAGHUDE033",160
SPC00E67CIRO001,Bundle-Ether33.161,PID1-19UUUJV_ASIAN VISION CABLE HOLDINGS_METRO E-LINE_4M,161
SPC00E67CIRO001,Bundle-Ether33.162,PID1-17GSQR4_DE LA SALLE-LIPA_LOCAL ACCESS ETHERNET_500M,162
SPC00E67CIRO001,Bundle-Ether33.163,PID104467563/GTDC04-042019-23077_GRANDBO TECHNOLOGY DEVELOPMENT CORPORATION_METRO E-LINE_150M,163
SPC00E67CIRO001,Bundle-Ether33.164,"PID1-17QRON3_ePLDT, Inc._METRO ELINE_10M",164
SPC00E67CIRO001,Bundle-Ether33.165,PID1-17IJKJD_FIDELITY INTERNATIONAL RESOURCE MANAGEMENT INC._METRO E-LINE_4M,165
SPC00E67CIRO001,Bundle-Ether33.166,PID1-18PA07B_BT GLOBAL SERVICES LIMITED-UK_METRO E-LINE_2M,166
SPC00E67CIRO001,Bundle-Ether33.167,ECSA-GA_PID1-11BFKJC_VERIZON HONGKONG LTD_VERIZON BUS ETHERNET_500M,167
SPC00E67CIRO001,Bundle-Ether33.168,PID1-13254V9_SUN LIFE FINANCIAL ASIA SERVICES LIMITED_FIBERNET PL_100M,168
SPC00E67CIRO001,Bundle-Ether33.169,PID1-YLZDBP_SUN LIFE OF CANADA PHILS INC (SUN LIFE ASSURANCE)_MET-E_1000M,169
SPC00E67CIRO001,Bundle-Ether33.170,PID1-11Q4BTV_SUN LIFE OF CANADA PHILS INC (SUN LIFE ASSURANCE)_MET-E_100M,170
SPC00E67CIRO001,Bundle-Ether33.171,PID1-12UZ5V5_SUN LIFE OF CANADA PHILS INC (SUN LIFE ASSURANCE)_METRO ELINE_100M,171
SPC00E67CIRO001,Bundle-Ether33.173,PID1-18C1BCJ_PLDT US LTD._METRO E-LINE_600M,173
SPC00E67CIRO001,Bundle-Ether33.174,PID1-14MZQGO_TRUE MONEY PHILIPPINES INC._METRO ELINE_20M,174
SPC00E67CIRO001,Bundle-Ether33.175,"PID1-168V8NS_VERITAS PAY PHILIPPINES, INC._METRO ELINE_10M",175
SPC00E67CIRO001,Bundle-Ether33.176,PID1-16HNZY9_PLDT-Corporate Relationship Management A_METRO ELINE_1000M,176
SPC00E67CIRO001,Bundle-Ether33.177,PID1-170ID3O_PCCW Global (Singapore) Pte Ltd_METRO ELINE_200M,177
SPC00E67CIRO001,Bundle-Ether33.178,PID1-18FPHPR_TRUE MONEY PHILIPPINES INC._METRO E-LINE_20M,178
SPC00E67CIRO001,Bundle-Ether33.179,PID1-18S1VG1_HKT GLOBAL SINGAPORE PTE. LTD._METRO E-LINE_200M,179
SPC00E67CIRO001,Bundle-Ether33.180,PID1-18TIM4G_HKT GLOBAL SINGAPORE PTE._METRO E-LINE_100M,180
SPC00E67CIRO001,Bundle-Ether33.181,PID1-19FPGSJ_HKT GLOBAL SINGAPORE PTE. LTD._METRO E-LINE_100M,181
SPC00E67CIRO001,Bundle-Ether33.182,PID1-1BZB7QV_POWERBALL MARKETING & LOGISTICS CORP_SID PMLC26-012020-13803_METRO E-LINE_10M,182
SPC00E67CIRO001,Bundle-Ether33.183,PID1-1BPXT5V_SIDSTSL-02-112020-27479_SYNIVERSE TECHNOLOGIES SOLUTIONS LIMITED - PHILIPPINES BRANCH OFFICE_METRO E-LINE_2M,183
SPC00E67CIRO001,Bundle-Ether33.184,PID1-1BPXDDE_SYNIVERSE TECHNOLOGIES SOLUTIONS LIMITED - PHILIPPINES BRANCH OFFICE_METRO E-LINE_2M,184
SPC00E67CIRO001,Bundle-Ether33.186,"PID1-1C29A0H_SID SI142-012021-57866_PAYMAYA PHILIPPINES, INC._METRO E-LINE_60M",186
SPC00E67CIRO001,Bundle-Ether33.187,PID1-15MEI63_Techlog Center Philippines_METRO E-WAN_1500M,187
